CustomerID,Total_Spend,Frequency,Total_Items,Unique_Products,Avg_Basket_Value,LTV
13240,648.7,4,297,58,162.175,0.0
13242,270.40000000000003,3,130,12,90.13333333333334,0.0
13243,585.12,1,232,56,585.12,0.0
13244,121.74000000000001,1,38,27,121.74000000000001,0.0
13246,1838.51,5,1533,89,367.702,123.01
13247,305.07,1,203,14,305.07,196.05
13248,465.68,2,305,25,232.84,0.0
13249,711.41,3,546,21,237.13666666666666,0.0
13253,1030.4,2,1572,35,515.2,0.0
13255,225.7,1,110,6,225.7,173.81
13258,198.87,1,77,12,198.87,473.96
13261,944.1,2,210,8,472.05,0.0
13262,200.29,1,125,11,200.29,0.0
13263,5120.88,24,2911,365,213.37,2290.83
13265,1787.3,4,1340,53,446.825,305.36
13266,2841.35,9,3433,62,315.7055555555555,992.91
13267,3119.34,15,1344,68,207.95600000000002,1402.15
13268,2436.38,7,2773,224,348.05428571428575,716.33
13269,3340.68,9,2228,146,371.18666666666667,2002.6
13270,590.0,1,200,1,590.0,0.0
13272,140.96,1,72,8,140.96,135.6
13273,138.98,1,153,16,138.98,0.0
13276,137.38,1,20,7,137.38,453.55
13277,125.9,2,86,4,62.95,132.5
13279,137.75,1,73,9,137.75,0.0
13280,798.46,3,518,67,266.15333333333336,0.0
13282,773.1,2,172,15,386.55,359.04
13283,25.5,1,30,2,25.5,68.16
13284,201.19,1,91,13,201.19,0.0
13285,1970.1,3,1454,122,656.6999999999999,739.02
13291,361.11,1,233,41,361.11,0.0
13292,249.57,1,133,14,249.57,329.37
13294,873.74,2,453,48,436.87,0.0
13295,201.20000000000002,1,82,10,201.20000000000002,0.0
13296,87.4,1,78,5,87.4,0.0
13299,142.5,1,30,5,142.5,0.0
13300,371.89,1,203,20,371.89,0.0
13301,600.19,4,343,74,150.0475,0.0
13302,63.75,1,5,1,63.75,0.0
13304,300.42,1,238,21,300.42,0.0
13305,1471.25,8,935,37,183.90625,529.61
13307,15.0,1,4,1,15.0,0.0
13308,814.95,1,519,26,814.95,570.5600000000001
13309,928.14,3,878,62,309.38,528.65
13310,817.65,2,395,50,408.825,314.38
13311,490.11,1,271,24,490.11,108.46000000000001
13313,918.34,3,487,32,306.11333333333334,636.98
13314,499.62,1,356,40,499.62,276.32
13316,4218.76,3,4764,56,1406.2533333333333,1514.17
13317,1313.98,5,500,56,262.796,959.7
13319,7390.47,19,3197,163,388.9721052631579,3455.08
13320,1532.2,4,1086,77,383.05,0.0
13321,567.36,2,372,10,283.68,0.0
13323,120.30000000000001,1,26,5,120.30000000000001,667.5500000000001
13324,6437.83,9,4645,25,715.3144444444445,684.12
13325,675.3,1,240,12,675.3,0.0
13327,2738.75,7,1256,60,391.25,889.02
13328,1308.48,1,680,17,1308.48,0.0
13329,304.2,1,175,7,304.2,484.79999999999995
13330,1140.93,3,751,37,380.31,0.0
13334,3502.32,3,1764,207,1167.44,0.0
13336,795.12,1,559,51,795.12,0.0
13338,487.02,1,256,19,487.02,0.0
13339,860.12,1,326,54,860.12,0.0
13340,9229.54,5,5148,111,1845.9080000000001,1506.94
13341,775.85,1,301,42,775.85,0.0
13343,353.43,1,135,19,353.43,0.0
13344,1656.15,1,599,68,1656.15,855.54
13345,389.5,1,141,20,389.5,0.0
13350,646.57,1,155,32,646.57,332.55
13354,743.53,1,604,51,743.53,0.0
13355,674.7,1,314,32,674.7,0.0
13356,768.24,1,325,42,768.24,0.0
13357,609.4,1,321,85,609.4,0.0
13358,439.03,1,285,29,439.03,0.0
13362,1581.53,2,727,92,790.765,1509.21
13364,134.95999999999998,1,71,10,134.95999999999998,0.0
13365,700.6,1,404,39,700.6,1524.77
13368,623.4,2,327,29,311.7,0.0
13369,308.28000000000003,1,149,14,308.28000000000003,0.0
13370,754.87,1,343,39,754.87,0.0
13372,378.64,1,159,23,378.64,0.0
13373,2055.58,2,944,95,1027.79,1256.67
13375,778.65,1,442,37,778.65,0.0
13376,1019.76,3,493,45,339.92,0.0
13379,136.29,1,166,13,136.29,436.27
13381,2982.23,5,1641,71,596.446,657.08
13382,222.99,1,131,15,222.99,0.0
13384,3131.4700000000003,5,1701,96,626.2940000000001,1020.46
13385,534.57,1,281,35,534.57,0.0
13388,677.1,2,282,35,338.55,0.0
13389,580.15,2,319,38,290.075,217.81
13390,544.08,1,224,13,544.08,0.0
13391,59.8,1,4,1,59.8,0.0
13394,1846.19,6,1755,94,307.6983333333333,673.83
13395,307.72,1,336,21,307.72,0.0
13396,387.27000000000004,1,139,15,387.27000000000004,973.72
13397,1544.13,5,430,28,308.826,0.0
13398,457.34,1,281,26,457.34,0.0
13402,621.23,2,479,32,310.615,0.0
13404,217.81,1,99,9,217.81,34.68
13405,557.45,2,163,24,278.725,0.0
13408,20381.58,46,11924,192,443.0778260869566,7735.46
13410,728.66,4,406,14,182.165,274.40000000000003
13411,213.55,1,72,17,213.55,0.0
13414,1390.5,3,1574,23,463.5,0.0
13416,275.0,1,48,11,275.0,437.5
13417,236.0,1,72,10,236.0,404.83
13418,5068.13,16,3397,201,316.758125,1059.3
13420,159.85,2,101,8,79.925,0.0
13421,814.54,1,470,63,814.54,1008.67
13425,1624.21,3,1123,66,541.4033333333333,0.0
13426,2010.65,6,1397,68,335.10833333333335,1630.67
13427,464.86,2,431,19,232.43,117.74000000000001
13429,330.6,1,620,24,330.6,676.2
13430,336.31,1,433,29,336.31,343.14
13431,853.68,1,556,36,853.68,415.41999999999996
13434,534.24,2,300,9,267.12,0.0
13435,1973.02,4,1197,45,493.255,1836.8700000000001
13437,2173.6,4,689,108,543.4,1234.46
13439,283.71,1,242,54,283.71,0.0
13441,296.64,1,204,13,296.64,0.0
13448,2484.37,5,1196,130,496.87399999999997,1050.3200000000002
13450,1727.28,5,1618,31,345.456,316.44
13451,2385.5,4,1743,284,596.375,512.76
13452,590.0,2,2,1,295.0,0.0
13453,356.97999999999996,2,134,16,178.48999999999998,0.0
13455,692.94,1,190,30,692.94,365.4
13456,855.0600000000001,3,261,18,285.02000000000004,911.6600000000001
13458,7678.42,10,4521,201,767.842,1968.15
13461,884.2,2,836,12,442.1,560.8
13462,151.5,1,62,9,151.5,0.0
13466,307.9,1,259,17,307.9,0.0
13468,4855.14,30,2152,164,161.83800000000002,849.83
13470,165.0,2,100,7,82.5,0.0
13473,241.26,1,198,12,241.26,181.38
13474,226.84,1,129,59,226.84,0.0
13475,1431.78,4,1012,64,357.945,0.0
13476,1238.47,2,417,56,619.235,0.0
13477,899.55,4,626,38,224.8875,555.03
13479,300.95,2,134,14,150.475,0.0
13481,1361.33,4,861,74,340.3325,443.23
13482,184.64,1,116,11,184.64,0.0
13484,313.8,1,44,8,313.8,0.0
13485,454.24,1,277,23,454.24,0.0
13486,1122.41,3,669,69,374.1366666666667,0.0
13487,408.8,2,213,21,204.4,166.6
13488,7367.19,11,3548,242,669.7445454545455,1601.12
13489,449.52,4,560,11,112.38,0.0
13491,1088.45,9,812,66,120.9388888888889,127.37
13492,1269.84,3,408,38,423.28,0.0
13493,498.63,2,377,5,249.315,0.0
13494,316.26000000000005,1,162,18,316.26000000000005,0.0
13495,1072.43,3,485,20,357.4766666666667,972.44
13496,501.01,1,229,26,501.01,152.32
13497,348.05,2,163,19,174.025,0.0
13499,613.85,3,451,24,204.61666666666667,545.26
13500,326.4,1,128,20,326.4,840.37
13501,1340.32,1,560,52,1340.32,0.0
13502,189.16,2,110,9,94.58,102.84
13503,216.85,1,248,17,216.85,0.0
13505,3633.63,4,2467,181,908.4075,0.0
13506,458.52,2,324,26,229.26,0.0
13507,2022.79,3,1212,123,674.2633333333333,456.37
13508,110.97,1,24,12,110.97,0.0
13509,690.02,4,798,23,172.505,274.7
13510,897.81,2,743,53,448.905,893.75
13512,251.21,1,143,15,251.21,0.0
13513,205.1,1,109,10,205.1,0.0
13514,152.20000000000002,1,40,4,152.20000000000002,0.0
13515,891.12,4,681,50,222.78,0.0
13516,620.41,2,320,37,310.205,769.0
13517,1612.18,2,981,99,806.09,516.24
13518,627.16,1,382,36,627.16,0.0
13519,122.75,1,23,8,122.75,0.0
13520,2387.98,5,1298,39,477.596,596.37
13523,2369.24,3,828,92,789.7466666666666,1595.64
13524,483.86,4,207,14,120.965,196.32
13525,282.88,1,208,2,282.88,345.9
13527,1847.79,6,1509,131,307.965,394.57
13529,307.76,2,74,15,153.88,0.0
13531,483.8,2,174,17,241.9,0.0
13533,269.09,3,202,61,89.69666666666666,0.0
13534,4371.53,21,2242,101,208.16809523809522,1498.55
13536,455.17,1,319,25,455.17,2989.22
13538,990.75,6,137,8,165.125,290.1
13539,631.34,3,320,35,210.4466666666667,0.0
13544,113.01,1,63,42,113.01,163.05
13546,182.26,1,107,26,182.26,438.83
13548,678.16,2,436,114,339.08,0.0
13549,762.05,5,411,34,152.41,156.15
13551,91.80000000000001,1,12,4,91.80000000000001,0.0
13552,3314.55,11,1238,73,301.32272727272726,425.52
13555,4098.88,4,2636,128,1024.72,0.0
13557,240.68,1,224,16,240.68,343.38
13561,141.85999999999999,1,83,14,141.85999999999999,0.0
13562,1799.33,3,757,50,599.7766666666666,0.0
13563,777.53,2,209,49,388.765,0.0
13564,1174.03,2,635,67,587.015,0.0
13565,110.17999999999999,1,78,13,110.17999999999999,130.04
13566,567.31,1,335,97,567.31,289.53000000000003
13568,187.05,1,66,41,187.05,0.0
13569,109.82000000000001,1,43,23,109.82000000000001,227.3
13570,239.49,1,161,27,239.49,0.0
13571,1083.83,7,851,110,154.83285714285714,1005.11
13572,1384.25,1,534,32,1384.25,0.0
13573,31.770000000000003,1,10,3,31.770000000000003,258.48
13575,218.75,2,113,13,109.375,513.32
13576,5343.38,14,1987,41,381.67,1373.96
13577,1193.8,3,597,49,397.93333333333334,493.8
13579,164.70000000000002,1,46,9,164.70000000000002,302.34
13581,118.0,1,30,10,118.0,0.0
13583,781.03,1,725,53,781.03,0.0
13584,142.4,1,37,24,142.4,0.0
13588,1605.94,5,1774,109,321.188,873.01
13589,147.0,1,28,9,147.0,232.65
13590,1116.38,4,900,46,279.095,865.54
13591,776.23,2,263,36,388.115,340.9
13592,205.51,3,71,12,68.50333333333333,42.45
13593,2011.88,5,719,77,402.37600000000003,0.0
13599,2833.88,10,1874,84,283.38800000000003,2316.04
13600,219.52,1,324,19,219.52,0.0
13601,373.2,1,275,41,373.2,320.12
13606,246.63,2,240,37,123.315,30.119999999999997
13610,764.76,5,364,140,152.952,317.57
13611,1154.4,3,754,67,384.8,0.0
13614,1081.03,3,310,96,360.3433333333333,504.43
13615,417.69,1,189,23,417.69,0.0
13617,365.7,2,188,23,182.85,178.48000000000002
13618,177.34,1,246,13,177.34,0.0
13621,213.85,1,343,19,213.85,0.0
13623,539.17,4,149,61,134.7925,188.57
13626,257.23,1,209,19,257.23,0.0
13627,1334.18,4,1010,79,333.545,304.29
13629,5718.36,8,3222,27,714.795,2074.0
13630,1799.78,6,1271,50,299.9633333333333,231.99999999999997
13631,3070.42,11,467,6,279.1290909090909,0.0
13632,812.26,3,310,70,270.75333333333333,1306.67
13634,1344.48,4,578,131,336.12,202.88
13636,646.55,4,339,36,161.6375,302.57
13637,677.4,2,349,74,338.7,125.65
13639,1033.34,1,800,39,1033.34,0.0
13642,312.28,1,151,57,312.28,0.0
13643,259.40000000000003,2,126,13,129.70000000000002,260.04
13644,1398.6100000000001,2,1103,81,699.3050000000001,1225.65
13645,252.1,1,158,5,252.1,0.0
13647,1275.9,3,659,53,425.3,372.22
13649,346.6,2,139,23,173.3,0.0
13650,1063.48,3,496,46,354.49333333333334,772.86
13652,638.24,2,290,33,319.12,456.84000000000003
13654,1714.27,4,1532,100,428.5675,993.0600000000001
13655,932.97,2,605,52,466.485,0.0
13656,379.65,2,490,49,189.825,0.0
13657,152.34,1,132,9,152.34,229.8
13658,2096.77,3,811,76,698.9233333333333,542.4
13659,1563.0,2,882,92,781.5,0.0
13662,881.26,3,533,50,293.75333333333333,0.0
13663,189.47,1,91,13,189.47,0.0
13666,64.05,2,37,8,32.025,20.6
13667,299.05,1,149,82,299.05,0.0
13668,4900.97,16,2938,218,306.310625,1408.8600000000001
13669,48.150000000000006,1,13,3,48.150000000000006,170.39999999999998
13670,349.7,1,282,25,349.7,0.0
13672,186.39000000000001,2,57,4,93.19500000000001,0.0
13675,486.82000000000005,2,330,25,243.41000000000003,0.0
13678,232.6,1,924,16,232.6,0.0
13680,2391.59,2,1195,69,1195.795,1327.53
13681,203.46,1,96,13,203.46,624.37
13682,59.5,1,10,3,59.5,0.0
13684,65.13,1,38,29,65.13,0.0
13686,72.0,1,70,8,72.0,0.0
13692,871.58,2,735,32,435.79,616.74
13694,51527.06,42,52160,326,1226.8347619047618,13512.56
13695,2096.95,13,1403,37,161.30384615384614,407.18
13699,308.58000000000004,1,66,14,308.58000000000004,0.0
13700,1634.77,8,1995,138,204.34625,613.86
13703,99.5,1,10,1,99.5,0.0
13704,1289.4,5,1028,66,257.88,1018.6600000000001
13705,522.68,2,237,20,261.34,189.18
13706,330.79,1,189,20,330.79,0.0
13707,806.41,2,351,48,403.205,0.0
13708,283.33,1,300,48,283.33,0.0
13709,2918.81,5,1890,125,583.762,3388.84
13711,252.06,2,140,11,126.03,0.0
13712,228.84,1,352,10,228.84,0.0
13715,1077.39,5,562,89,215.478,0.0
13716,138.28,1,138,21,138.28,0.0
13717,955.99,4,1567,64,238.9975,489.02
13718,306.55,2,173,9,153.275,0.0
13719,338.74,2,186,19,169.37,702.94
13720,799.9,4,501,42,199.975,0.0
13722,2375.41,3,1401,75,791.8033333333333,0.0
13723,199.85000000000002,1,43,6,199.85000000000002,0.0
13725,1865.7,7,724,86,266.5285714285714,114.86
13726,292.68,1,384,23,292.68,786.98
13728,797.02,5,354,29,159.404,219.12
13730,752.6,2,488,38,376.3,0.0
13731,610.59,2,278,36,305.295,0.0
13735,1409.69,2,719,88,704.845,1473.85
13736,357.53,1,228,73,357.53,372.27
13737,339.59999999999997,1,125,29,339.59999999999997,0.0
13740,350.75,1,425,23,350.75,0.0
13741,668.4300000000001,3,218,34,222.81000000000003,0.0
13742,2775.4700000000003,11,994,164,252.31545454545457,332.4
13743,1065.84,6,1416,8,177.64,275.76
13744,1080.52,2,1153,54,540.26,0.0
13745,300.04,1,496,25,300.04,0.0
13747,79.6,1,8,1,79.6,0.0
13748,948.25,5,439,24,189.65,0.0
13750,1316.63,4,431,16,329.1575,330.63
13751,296.25,1,152,9,296.25,0.0
13752,1175.38,6,874,64,195.89666666666668,0.0
13753,741.26,1,512,35,741.26,0.0
13754,282.59999999999997,2,214,11,141.29999999999998,0.0
13756,2972.3300000000004,8,1843,55,371.54125000000005,2217.19
13758,2351.52,5,1493,87,470.304,839.03
13759,560.4100000000001,1,267,24,560.4100000000001,99.0
13760,135.09,1,96,28,135.09,151.70000000000002
13761,491.71000000000004,1,224,32,491.71000000000004,578.9399999999999
13762,306.72,1,272,7,306.72,0.0
13764,943.29,2,584,123,471.645,573.13
13767,13303.37,33,5469,55,403.1324242424243,3916.9900000000002
13769,2176.62,8,856,61,272.0775,619.89
13771,1464.8500000000001,2,825,65,732.4250000000001,1169.6
13772,682.97,2,308,96,341.485,439.66
13774,345.0,1,192,22,345.0,0.0
13777,13021.5,27,6333,36,482.27777777777777,12955.66
13778,178.7,1,70,9,178.7,0.0
13780,116.28000000000002,1,173,9,116.28000000000002,243.73000000000002
13781,127.84,1,30,17,127.84,0.0
13782,484.79,3,184,59,161.59666666666666,424.07
13784,2124.15,9,2265,9,236.01666666666668,338.64
13786,230.39999999999998,1,136,7,230.39999999999998,0.0
13787,309.04,2,337,24,154.52,0.0
13791,1516.0,2,1200,7,758.0,0.0
13792,74.60000000000001,1,28,4,74.60000000000001,120.95
13798,30421.5,45,19728,97,676.0333333333333,6732.35
13799,688.86,2,402,32,344.43,0.0
13800,558.32,1,331,33,558.32,0.0
13802,4599.42,3,2572,55,1533.14,0.0
13803,277.07,1,121,17,277.07,0.0
13804,2235.58,5,1279,114,447.116,352.81
13805,500.24,1,728,6,500.24,424.36
13807,112.6,1,36,7,112.6,0.0
13808,723.1,2,324,33,361.55,1024.56
13809,155.05,1,29,11,155.05,0.0
13811,519.75,2,63,5,259.875,0.0
13812,260.74,1,190,19,260.74,224.26
13813,569.38,2,254,28,284.69,599.48
13814,1579.12,2,864,37,789.56,0.0
13815,2689.75,2,1949,109,1344.875,977.61
13817,110.7,1,62,8,110.7,218.28
13819,1140.35,3,1109,26,380.1166666666666,0.0
13821,385.64,2,153,51,192.82,0.0
13823,650.42,1,325,26,650.42,307.24
13824,1429.84,4,660,26,357.46,269.1
13826,189.5,1,82,10,189.5,0.0
13827,300.76,2,95,59,150.38,109.04
13831,1791.05,5,619,57,358.21,407.4
13833,383.85,1,117,28,383.85,0.0
13835,537.34,2,291,28,268.67,297.23
13837,266.59000000000003,2,182,17,133.29500000000002,0.0
13838,467.54,3,164,106,155.84666666666666,207.28
13841,85.0,1,100,1,85.0,0.0
13842,2803.93,8,1297,122,350.49125,581.6899999999999
13846,663.9300000000001,2,345,43,331.96500000000003,201.13
13848,1255.0,3,3700,3,418.3333333333333,0.0
13849,593.5799999999999,1,332,38,593.5799999999999,944.37
13850,1595.48,1,944,93,1595.48,0.0
13851,2651.46,3,1705,77,883.82,0.0
13854,6771.36,21,1880,36,322.44571428571425,1338.16
13856,388.5,3,494,10,129.5,0.0
13859,201.16,1,129,27,201.16,0.0
13860,405.88,1,176,24,405.88,840.02
13862,2089.7,7,1541,93,298.5285714285714,119.66
13863,305.78,1,224,20,305.78,0.0
13865,383.34000000000003,3,154,23,127.78000000000002,118.22
13866,145.67000000000002,1,57,7,145.67000000000002,0.0
13867,582.64,2,316,34,291.32,422.45000000000005
13869,3083.65,4,1709,234,770.9125,0.0
13870,2179.4700000000003,5,1058,82,435.89400000000006,591.47
13871,4612.64,9,1950,120,512.5155555555556,1790.6100000000001
13873,389.6,3,140,21,129.86666666666667,0.0
13874,540.45,1,180,18,540.45,0.0
13875,1424.8,4,1005,66,356.2,361.99
13877,117.24,1,108,3,117.24,0.0
13880,2501.02,11,1429,99,227.36545454545455,718.75
13881,9724.18,12,6040,65,810.3483333333334,7435.34
13883,1742.78,4,904,94,435.695,931.7
13884,540.5,4,214,41,135.125,247.10000000000002
13885,506.8,2,182,28,253.4,0.0
13886,243.56,1,126,16,243.56,0.0
13887,349.55,1,147,19,349.55,0.0
13888,595.67,2,254,38,297.835,0.0
13889,416.90000000000003,1,146,15,416.90000000000003,0.0
13890,501.11,2,271,25,250.555,1382.7
13892,54.519999999999996,1,140,3,54.519999999999996,578.4499999999999
13893,821.1,1,190,21,821.1,0.0
13894,160.85,1,105,10,160.85,403.77000000000004
13895,937.3000000000001,2,436,39,468.65000000000003,1655.77
13898,155.93,1,133,12,155.93,0.0
13899,298.5,1,122,15,298.5,90.02
13900,740.95,3,430,42,246.98333333333335,0.0
13901,2867.2,5,1739,144,573.4399999999999,0.0
13904,201.12,1,223,17,201.12,131.52
13908,2369.55,4,1478,104,592.3875,0.0
13911,2437.63,8,2189,120,304.70375,143.28
13917,65.38,1,38,5,65.38,206.66
13918,198.2,1,100,8,198.2,1014.64
13919,195.15,1,337,15,195.15,153.66
13922,172.25,1,93,7,172.25,0.0
13924,679.03,1,437,39,679.03,1159.82
13925,678.25,4,331,28,169.5625,0.0
13927,348.99,1,214,21,348.99,0.0
13928,225.45000000000002,2,87,13,112.72500000000001,239.12
13929,842.65,2,143,8,421.325,0.0
13930,210.0,1,210,10,210.0,127.33999999999999
13931,1237.53,2,725,56,618.765,0.0
13932,307.4,1,72,16,307.4,0.0
13933,608.7900000000001,2,205,23,304.39500000000004,0.0
13934,922.1,1,390,31,922.1,0.0
13936,376.58,1,330,26,376.58,0.0
13937,158.85,1,123,9,158.85,0.0
13939,390.21,2,657,32,195.105,178.34
13940,391.06,2,240,25,195.53,448.08000000000004
13941,3859.3,4,1778,23,964.825,1253.66
13946,561.5699999999999,3,443,11,187.18999999999997,0.0
13948,102.0,1,40,3,102.0,0.0
13949,909.26,2,860,59,454.63,1518.06
13950,323.65999999999997,2,150,15,161.82999999999998,421.4
13951,674.45,3,459,38,224.8166666666667,0.0
13952,3251.07,2,1430,119,1625.535,0.0
13953,2604.36,5,2048,8,520.8720000000001,911.32
13955,322.96,2,154,33,161.48,0.0
13956,676.07,3,381,95,225.35666666666668,343.2
13959,594.04,3,355,79,198.01333333333332,0.0
13960,128.1,1,40,4,128.1,102.12
13962,117.6,1,30,7,117.6,51.95
13963,664.54,4,460,35,166.135,0.0
13967,80.7,1,42,2,80.7,0.0
13969,3883.23,11,1970,221,353.0209090909091,5140.9400000000005
13971,1985.9,6,1332,95,330.98333333333335,772.36
13972,145.9,1,42,9,145.9,44.349999999999994
13973,264.7,1,109,11,264.7,0.0
13975,1466.67,4,948,166,366.6675,994.57
13976,357.98,1,154,10,357.98,0.0
13979,869.87,1,639,54,869.87,0.0
13982,1230.1399999999999,3,783,45,410.0466666666666,641.67
13983,2063.54,9,973,80,229.28222222222223,539.89
13984,819.33,4,647,10,204.8325,101.18
13985,3791.26,8,1874,79,473.9075,3268.87
13988,3185.31,4,2366,154,796.3275,962.65
13989,896.6700000000001,1,869,23,896.6700000000001,369.40999999999997
13990,311.3,1,190,16,311.3,0.0
13991,337.2,2,346,35,168.6,514.68
13993,2632.31,7,743,61,376.0442857142857,834.05
13994,780.63,3,312,36,260.21,1493.51
13995,871.9,3,608,39,290.6333333333333,521.79
13999,2868.9700000000003,9,1733,90,318.7744444444445,1032.8400000000001
14000,635.66,1,710,15,635.66,0.0
14001,1309.14,2,632,21,654.57,733.94
14002,529.73,2,877,47,264.865,0.0
14004,3769.4900000000002,6,2173,86,628.2483333333333,813.15
14005,977.68,4,1092,40,244.42,1897.04
14006,962.19,3,641,22,320.73,0.0
14009,695.61,2,365,42,347.805,0.0
14012,328.8,1,160,11,328.8,0.0
14013,473.02,3,462,30,157.67333333333332,0.0
14014,505.18,1,1076,39,505.18,0.0
14016,4341.21,4,2125,154,1085.3025,0.0
14019,800.53,2,553,28,400.265,621.0799999999999
14020,331.14,1,180,18,331.14,311.66
14021,631.9,3,192,22,210.63333333333333,0.0
14022,440.0,1,487,28,440.0,0.0
14023,273.14,1,162,16,273.14,310.93
14024,327.7,2,150,16,163.85,0.0
14029,165.20000000000002,1,24,6,165.20000000000002,302.46
14030,1816.81,7,1030,164,259.5442857142857,542.03
14031,11219.15,14,4278,104,801.3678571428571,6067.71
14032,2147.57,7,1598,45,306.7957142857143,828.02
14034,473.90999999999997,2,307,23,236.95499999999998,174.98
14035,837.26,3,447,18,279.08666666666664,590.76
14036,626.65,1,268,38,626.65,0.0
14037,147.20000000000002,2,46,27,73.60000000000001,0.0
14038,1560.38,3,965,64,520.1266666666667,0.0
14040,2734.46,10,1286,122,273.446,825.86
14041,141.41,1,94,21,141.41,0.0
14044,535.71,3,247,144,178.57000000000002,110.71000000000001
14045,1659.75,4,535,4,414.9375,0.0
14046,151.59,1,443,13,151.59,0.0
14047,957.46,4,272,17,239.365,351.15
14048,409.93,1,288,83,409.93,0.0
14049,3244.74,3,2150,211,1081.58,2333.98
14050,485.98,1,447,37,485.98,260.38
14051,9271.84,16,2287,43,579.49,6338.55
14053,260.25,2,215,2,130.125,0.0
14055,725.6400000000001,1,216,10,725.6400000000001,0.0
14056,5588.03,18,2984,274,310.4461111111111,2564.68
14057,5137.24,14,4197,161,366.94571428571425,1074.42
14059,183.6,1,128,8,183.6,0.0
14060,5135.6,16,4632,82,320.975,1004.82
14062,9225.470000000001,11,4203,57,838.679090909091,1239.38
14064,1097.03,4,1512,44,274.2575,237.31
14066,152.55,1,45,7,152.55,0.0
14067,224.67,1,216,25,224.67,150.03
14068,265.85,1,73,22,265.85,0.0
14071,356.81,2,295,22,178.405,1065.94
14075,307.92,1,270,18,307.92,634.34
14076,118.67,1,79,43,118.67,0.0
14077,366.7,4,196,33,91.675,132.72
14078,1049.37,6,310,46,174.89499999999998,0.0
14079,375.1,1,301,12,375.1,0.0
14081,921.62,2,592,126,460.81,0.0
14082,182.25,1,110,28,182.25,0.0
14083,533.39,7,374,92,76.19857142857143,469.51
14085,3220.94,12,2190,228,268.4116666666667,1200.35
14088,25507.89,7,7074,232,3643.9842857142858,24983.920000000002
14090,76.32000000000001,1,72,1,76.32000000000001,0.0
14092,2745.42,10,1495,96,274.54200000000003,1331.49
14096,7593.7,6,2345,584,1265.6166666666666,45664.729999999996
14099,2309.92,8,1726,143,288.74,794.25
14100,191.95000000000002,1,63,24,191.95000000000002,0.0
14101,5976.79,6,6942,15,996.1316666666667,0.0
14104,216.20999999999998,2,72,21,108.10499999999999,0.0
14105,1266.23,1,800,74,1266.23,0.0
14107,2461.94,6,1606,58,410.3233333333333,241.29
14108,291.33,1,209,16,291.33,306.58
14109,144.2,1,88,9,144.2,0.0
14110,4165.61,7,1867,86,595.0871428571428,1517.54
14111,295.5,3,202,5,98.5,397.35
14112,1900.82,4,1148,89,475.205,1014.33
14113,926.38,2,326,8,463.19,914.04
14114,386.53,2,101,15,193.265,0.0
14116,628.87,2,380,29,314.435,753.87
14117,90.0,1,72,3,90.0,0.0
14124,419.58000000000004,1,1618,4,419.58000000000004,0.0
14125,1295.43,1,972,84,1295.43,1425.2
14127,709.71,3,321,39,236.57000000000002,0.0
14128,305.54,1,269,22,305.54,331.96
14129,726.23,3,355,28,242.07666666666668,397.63
14130,480.91,1,257,66,480.91,0.0
14132,1900.2,6,1686,59,316.7,1685.83
14133,605.64,3,348,25,201.88,0.0
14135,3514.32,11,3444,82,319.4836363636364,1175.99
14141,489.31,2,221,20,244.655,425.82000000000005
14142,311.81,1,313,22,311.81,0.0
14143,115.8,1,30,7,115.8,0.0
14145,2851.2,3,576,6,950.4,891.0
14146,2965.84,4,1777,122,741.46,1225.16
14147,483.4,2,108,4,241.7,0.0
14148,157.2,1,16,3,157.2,0.0
14149,446.62,1,218,28,446.62,0.0
14150,306.18,1,262,12,306.18,352.46000000000004
14152,621.29,2,711,47,310.645,0.0
14154,1345.62,2,465,52,672.81,0.0
14155,118.75,1,25,6,118.75,0.0
14156,98688.79,42,48716,642,2349.7330952380953,18521.29
14157,269.18,1,186,36,269.18,155.71
14159,3119.73,8,2780,410,389.96625,1508.25
14161,1097.6200000000001,3,450,87,365.8733333333334,0.0
14162,289.36,2,142,25,144.68,0.0
14163,2445.91,4,893,36,611.4775,0.0
14164,1273.77,1,833,28,1273.77,358.0
14165,120.44,1,53,23,120.44,0.0
14167,389.85,3,103,23,129.95000000000002,172.74
14171,363.79,1,167,57,363.79,0.0
14173,114.04,1,40,11,114.04,336.8
14175,1205.99,2,626,58,602.995,2016.31
14176,576.9000000000001,4,209,28,144.22500000000002,0.0
14177,549.46,4,204,37,137.365,0.0
14178,477.29,3,387,87,159.09666666666666,1102.97
14180,4258.92,22,635,107,193.58727272727273,489.6
14185,197.65,1,6,3,197.65,0.0
14188,1717.96,5,984,31,343.592,336.40000000000003
14189,3267.92,11,2720,125,297.08363636363634,1386.16
14191,2525.29,8,1575,75,315.66125,2159.47
14193,422.53999999999996,1,250,23,422.53999999999996,430.85
14194,6975.96,14,3769,204,498.28285714285715,4373.56
14195,1012.0,2,760,7,506.0,0.0
14196,335.52,1,142,6,335.52,0.0
14198,528.8,3,246,27,176.26666666666665,172.6
14199,185.39999999999998,1,28,2,185.39999999999998,0.0
14201,627.14,6,442,25,104.52333333333333,120.3
14205,222.9,1,126,14,222.9,243.8
14206,328.15999999999997,1,276,20,328.15999999999997,0.0
14208,151.74,1,114,10,151.74,0.0
14209,1876.33,5,657,54,375.26599999999996,197.10000000000002
14210,1905.8400000000001,6,760,66,317.64000000000004,0.0
14211,1339.09,7,693,57,191.29857142857142,902.01
