CustomerID,Total_Spend,Frequency,Total_Items,Unique_Products,Avg_Basket_Value,Churn
13345,389.5,1,141,20,389.5,1
13350,646.57,1,155,32,646.57,0
13354,743.53,1,604,51,743.53,1
13355,674.7,1,314,32,674.7,1
13356,768.24,1,325,42,768.24,1
13357,609.4,1,321,85,609.4,1
13358,439.03,1,285,29,439.03,1
13362,1581.53,2,727,92,790.765,0
13364,134.95999999999998,1,71,10,134.95999999999998,1
13365,700.6,1,404,39,700.6,0
13368,623.4,2,327,29,311.7,1
13369,308.28000000000003,1,149,14,308.28000000000003,1
13370,754.87,1,343,39,754.87,1
13372,378.64,1,159,23,378.64,1
13373,2055.58,2,944,95,1027.79,0
13375,778.65,1,442,37,778.65,1
13376,1019.76,3,493,45,339.92,1
13379,136.29,1,166,13,136.29,0
13381,2982.23,5,1641,71,596.446,0
13382,222.99,1,131,15,222.99,1
13384,3131.4700000000003,5,1701,96,626.2940000000001,0
13385,534.57,1,281,35,534.57,1
13388,677.1,2,282,35,338.55,1
13389,580.15,2,319,38,290.075,0
13390,544.08,1,224,13,544.08,1
13391,59.8,1,4,1,59.8,1
13394,1846.19,6,1755,94,307.6983333333333,0
13395,307.72,1,336,21,307.72,1
13396,387.27000000000004,1,139,15,387.27000000000004,0
13397,1544.13,5,430,28,308.826,1
13398,457.34,1,281,26,457.34,1
13402,621.23,2,479,32,310.615,1
13404,217.81,1,99,9,217.81,0
13405,557.45,2,163,24,278.725,1
13408,20381.58,46,11924,192,443.0778260869566,0
13410,728.66,4,406,14,182.165,0
13411,213.55,1,72,17,213.55,1
13414,1390.5,3,1574,23,463.5,1
13416,275.0,1,48,11,275.0,0
13417,236.0,1,72,10,236.0,0
13418,5068.13,16,3397,201,316.758125,0
13420,159.85,2,101,8,79.925,1
13421,814.54,1,470,63,814.54,0
13425,1624.21,3,1123,66,541.4033333333333,1
13426,2010.65,6,1397,68,335.10833333333335,0
13427,464.86,2,431,19,232.43,0
13429,330.6,1,620,24,330.6,0
13430,336.31,1,433,29,336.31,0
13431,853.68,1,556,36,853.68,0
13434,534.24,2,300,9,267.12,1
13435,1973.02,4,1197,45,493.255,0
13437,2173.6,4,689,108,543.4,0
13439,283.71,1,242,54,283.71,1
13441,296.64,1,204,13,296.64,1
13448,2484.37,5,1196,130,496.87399999999997,0
13450,1727.28,5,1618,31,345.456,0
13451,2385.5,4,1743,284,596.375,0
13452,590.0,2,2,1,295.0,1
13453,356.97999999999996,2,134,16,178.48999999999998,1
13455,692.94,1,190,30,692.94,0
13456,855.0600000000001,3,261,18,285.02000000000004,0
13458,7678.42,10,4521,201,767.842,0
13461,884.2,2,836,12,442.1,0
13462,151.5,1,62,9,151.5,1
13466,307.9,1,259,17,307.9,1
13468,4855.14,30,2152,164,161.83800000000002,0
13470,165.0,2,100,7,82.5,1
13473,241.26,1,198,12,241.26,0
13474,226.84,1,129,59,226.84,1
13475,1431.78,4,1012,64,357.945,1
13476,1238.47,2,417,56,619.235,1
13477,899.55,4,626,38,224.8875,0
13479,300.95,2,134,14,150.475,1
13481,1361.33,4,861,74,340.3325,0
13482,184.64,1,116,11,184.64,1
13484,313.8,1,44,8,313.8,1
13485,454.24,1,277,23,454.24,1
13486,1122.41,3,669,69,374.1366666666667,1
13487,408.8,2,213,21,204.4,0
13488,7367.19,11,3548,242,669.7445454545455,0
13489,449.52,4,560,11,112.38,1
13491,1088.45,9,812,66,120.9388888888889,0
13492,1269.84,3,408,38,423.28,1
13493,498.63,2,377,5,249.315,1
13494,316.26000000000005,1,162,18,316.26000000000005,1
13495,1072.43,3,485,20,357.4766666666667,0
13496,501.01,1,229,26,501.01,0
13497,348.05,2,163,19,174.025,1
13499,613.85,3,451,24,204.61666666666667,0
13500,326.4,1,128,20,326.4,0
13501,1340.32,1,560,52,1340.32,1
13502,189.16,2,110,9,94.58,0
13503,216.85,1,248,17,216.85,1
13505,3633.63,4,2467,181,908.4075,1
13506,458.52,2,324,26,229.26,1
13507,2022.79,3,1212,123,674.2633333333333,0
13508,110.97,1,24,12,110.97,1
13509,690.02,4,798,23,172.505,0
13510,897.81,2,743,53,448.905,0
13512,251.21,1,143,15,251.21,1
13513,205.1,1,109,10,205.1,1
13514,152.20000000000002,1,40,4,152.20000000000002,1
13515,891.12,4,681,50,222.78,1
13516,620.41,2,320,37,310.205,0
13517,1612.18,2,981,99,806.09,0
13518,627.16,1,382,36,627.16,1
13519,122.75,1,23,8,122.75,1
13520,2387.98,5,1298,39,477.596,0
13523,2369.24,3,828,92,789.7466666666666,0
13524,483.86,4,207,14,120.965,0
13525,282.88,1,208,2,282.88,0
13527,1847.79,6,1509,131,307.965,0
13529,307.76,2,74,15,153.88,1
13531,483.8,2,174,17,241.9,1
13533,269.09,3,202,61,89.69666666666666,1
13534,4371.53,21,2242,101,208.16809523809522,0
13536,455.17,1,319,25,455.17,0
13538,990.75,6,137,8,165.125,0
13539,631.34,3,320,35,210.4466666666667,1
13544,113.01,1,63,42,113.01,0
13546,182.26,1,107,26,182.26,0
13548,678.16,2,436,114,339.08,1
13549,762.05,5,411,34,152.41,0
13551,91.80000000000001,1,12,4,91.80000000000001,1
13552,3314.55,11,1238,73,301.32272727272726,0
13555,4098.88,4,2636,128,1024.72,1
13557,240.68,1,224,16,240.68,0
13561,141.85999999999999,1,83,14,141.85999999999999,1
13562,1799.33,3,757,50,599.7766666666666,1
13563,777.53,2,209,49,388.765,1
13564,1174.03,2,635,67,587.015,1
13565,110.17999999999999,1,78,13,110.17999999999999,0
13566,567.31,1,335,97,567.31,0
13568,187.05,1,66,41,187.05,1
13569,109.82000000000001,1,43,23,109.82000000000001,0
13570,239.49,1,161,27,239.49,1
13571,1083.83,7,851,110,154.83285714285714,0
13572,1384.25,1,534,32,1384.25,1
13573,31.770000000000003,1,10,3,31.770000000000003,0
13575,218.75,2,113,13,109.375,0
13576,5343.38,14,1987,41,381.67,0
13577,1193.8,3,597,49,397.93333333333334,0
13579,164.70000000000002,1,46,9,164.70000000000002,0
13581,118.0,1,30,10,118.0,1
13583,781.03,1,725,53,781.03,1
13584,142.4,1,37,24,142.4,1
13588,1605.94,5,1774,109,321.188,0
13589,147.0,1,28,9,147.0,0
13590,1116.38,4,900,46,279.095,0
13591,776.23,2,263,36,388.115,0
13592,205.51,3,71,12,68.50333333333333,0
13593,2011.88,5,719,77,402.37600000000003,1
13599,2833.88,10,1874,84,283.38800000000003,0
13600,219.52,1,324,19,219.52,1
13601,373.2,1,275,41,373.2,0
13606,246.63,2,240,37,123.315,0
13610,764.76,5,364,140,152.952,0
13611,1154.4,3,754,67,384.8,1
13614,1081.03,3,310,96,360.3433333333333,0
13615,417.69,1,189,23,417.69,1
13617,365.7,2,188,23,182.85,0
13618,177.34,1,246,13,177.34,1
13621,213.85,1,343,19,213.85,1
13623,539.17,4,149,61,134.7925,0
13626,257.23,1,209,19,257.23,1
13627,1334.18,4,1010,79,333.545,0
13629,5718.36,8,3222,27,714.795,0
13630,1799.78,6,1271,50,299.9633333333333,0
13631,3070.42,11,467,6,279.1290909090909,1
13632,812.26,3,310,70,270.75333333333333,0
13634,1344.48,4,578,131,336.12,0
13636,646.55,4,339,36,161.6375,0
13637,677.4,2,349,74,338.7,0
13639,1033.34,1,800,39,1033.34,1
13642,312.28,1,151,57,312.28,1
13643,259.40000000000003,2,126,13,129.70000000000002,0
13644,1398.6100000000001,2,1103,81,699.3050000000001,0
13645,252.1,1,158,5,252.1,1
13647,1275.9,3,659,53,425.3,0
13649,346.6,2,139,23,173.3,1
13650,1063.48,3,496,46,354.49333333333334,0
13652,638.24,2,290,33,319.12,0
13654,1714.27,4,1532,100,428.5675,0
13655,932.97,2,605,52,466.485,1
13656,379.65,2,490,49,189.825,1
13657,152.34,1,132,9,152.34,0
13658,2096.77,3,811,76,698.9233333333333,0
13659,1563.0,2,882,92,781.5,1
13662,881.26,3,533,50,293.75333333333333,1
13663,189.47,1,91,13,189.47,1
13666,64.05,2,37,8,32.025,0
13667,299.05,1,149,82,299.05,1
13668,4900.97,16,2938,218,306.310625,0
13669,48.150000000000006,1,13,3,48.150000000000006,0
13670,349.7,1,282,25,349.7,1
13672,186.39000000000001,2,57,4,93.19500000000001,1
13675,486.82000000000005,2,330,25,243.41000000000003,1
13678,232.6,1,924,16,232.6,1
13680,2391.59,2,1195,69,1195.795,0
13681,203.46,1,96,13,203.46,0
13682,59.5,1,10,3,59.5,1
13684,65.13,1,38,29,65.13,1
13686,72.0,1,70,8,72.0,1
13692,871.58,2,735,32,435.79,0
13694,51527.06,42,52160,326,1226.8347619047618,0
13695,2096.95,13,1403,37,161.30384615384614,0
13699,308.58000000000004,1,66,14,308.58000000000004,1
13700,1634.77,8,1995,138,204.34625,0
13703,99.5,1,10,1,99.5,1
13704,1289.4,5,1028,66,257.88,0
13705,522.68,2,237,20,261.34,0
13706,330.79,1,189,20,330.79,1
13707,806.41,2,351,48,403.205,1
13708,283.33,1,300,48,283.33,1
13709,2918.81,5,1890,125,583.762,0
13711,252.06,2,140,11,126.03,1
13712,228.84,1,352,10,228.84,1
13715,1077.39,5,562,89,215.478,1
13716,138.28,1,138,21,138.28,1
13717,955.99,4,1567,64,238.9975,0
13718,306.55,2,173,9,153.275,1
13719,338.74,2,186,19,169.37,0
13720,799.9,4,501,42,199.975,1
13722,2375.41,3,1401,75,791.8033333333333,1
13723,199.85000000000002,1,43,6,199.85000000000002,1
13725,1865.7,7,724,86,266.5285714285714,0
13726,292.68,1,384,23,292.68,0
13728,797.02,5,354,29,159.404,0
13730,752.6,2,488,38,376.3,1
13731,610.59,2,278,36,305.295,1
13735,1409.69,2,719,88,704.845,0
13736,357.53,1,228,73,357.53,0
13737,339.59999999999997,1,125,29,339.59999999999997,1
13740,350.75,1,425,23,350.75,1
13741,668.4300000000001,3,218,34,222.81000000000003,1
13742,2775.4700000000003,11,994,164,252.31545454545457,0
13743,1065.84,6,1416,8,177.64,0
13744,1080.52,2,1153,54,540.26,1
13745,300.04,1,496,25,300.04,1
13747,79.6,1,8,1,79.6,1
13748,948.25,5,439,24,189.65,1
13750,1316.63,4,431,16,329.1575,0
13751,296.25,1,152,9,296.25,1
13752,1175.38,6,874,64,195.89666666666668,1
13753,741.26,1,512,35,741.26,1
13754,282.59999999999997,2,214,11,141.29999999999998,1
13756,2972.3300000000004,8,1843,55,371.54125000000005,0
13758,2351.52,5,1493,87,470.304,0
13759,560.4100000000001,1,267,24,560.4100000000001,0
13760,135.09,1,96,28,135.09,0
13761,491.71000000000004,1,224,32,491.71000000000004,0
13762,306.72,1,272,7,306.72,1
13764,943.29,2,584,123,471.645,0
13767,13303.37,33,5469,55,403.1324242424243,0
13769,2176.62,8,856,61,272.0775,0
13771,1464.8500000000001,2,825,65,732.4250000000001,0
13772,682.97,2,308,96,341.485,0
13774,345.0,1,192,22,345.0,1
13777,13021.5,27,6333,36,482.27777777777777,0
13778,178.7,1,70,9,178.7,1
13780,116.28000000000002,1,173,9,116.28000000000002,0
13781,127.84,1,30,17,127.84,1
13782,484.79,3,184,59,161.59666666666666,0
13784,2124.15,9,2265,9,236.01666666666668,0
13786,230.39999999999998,1,136,7,230.39999999999998,1
13787,309.04,2,337,24,154.52,1
13791,1516.0,2,1200,7,758.0,1
13792,74.60000000000001,1,28,4,74.60000000000001,0
13798,30421.5,45,19728,97,676.0333333333333,0
13799,688.86,2,402,32,344.43,1
13800,558.32,1,331,33,558.32,1
13802,4599.42,3,2572,55,1533.14,1
13803,277.07,1,121,17,277.07,1
13804,2235.58,5,1279,114,447.116,0
13805,500.24,1,728,6,500.24,0
13807,112.6,1,36,7,112.6,1
13808,723.1,2,324,33,361.55,0
13809,155.05,1,29,11,155.05,1
13811,519.75,2,63,5,259.875,1
13812,260.74,1,190,19,260.74,0
13813,569.38,2,254,28,284.69,0
13814,1579.12,2,864,37,789.56,1
13815,2689.75,2,1949,109,1344.875,0
13817,110.7,1,62,8,110.7,0
13819,1140.35,3,1109,26,380.1166666666666,1
13821,385.64,2,153,51,192.82,1
13823,650.42,1,325,26,650.42,0
13824,1429.84,4,660,26,357.46,0
13826,189.5,1,82,10,189.5,1
13827,300.76,2,95,59,150.38,0
13831,1791.05,5,619,57,358.21,0
13833,383.85,1,117,28,383.85,1
13835,537.34,2,291,28,268.67,0
13837,266.59000000000003,2,182,17,133.29500000000002,1
13838,467.54,3,164,106,155.84666666666666,0
13841,85.0,1,100,1,85.0,1
13842,2803.93,8,1297,122,350.49125,0
13846,663.9300000000001,2,345,43,331.96500000000003,0
13848,1255.0,3,3700,3,418.3333333333333,1
13849,593.5799999999999,1,332,38,593.5799999999999,0
13850,1595.48,1,944,93,1595.48,1
13851,2651.46,3,1705,77,883.82,1
13854,6771.36,21,1880,36,322.44571428571425,0
13856,388.5,3,494,10,129.5,1
13859,201.16,1,129,27,201.16,1
13860,405.88,1,176,24,405.88,0
13862,2089.7,7,1541,93,298.5285714285714,0
13863,305.78,1,224,20,305.78,1
13865,383.34000000000003,3,154,23,127.78000000000002,0
13866,145.67000000000002,1,57,7,145.67000000000002,1
13867,582.64,2,316,34,291.32,0
13869,3083.65,4,1709,234,770.9125,1
13870,2179.4700000000003,5,1058,82,435.89400000000006,0
13871,4612.64,9,1950,120,512.5155555555556,0
13873,389.6,3,140,21,129.86666666666667,1
13874,540.45,1,180,18,540.45,1
13875,1424.8,4,1005,66,356.2,0
13877,117.24,1,108,3,117.24,1
13880,2501.02,11,1429,99,227.36545454545455,0
13881,9724.18,12,6040,65,810.3483333333334,0
13883,1742.78,4,904,94,435.695,0
13884,540.5,4,214,41,135.125,0
13885,506.8,2,182,28,253.4,1
13886,243.56,1,126,16,243.56,1
13887,349.55,1,147,19,349.55,1
13888,595.67,2,254,38,297.835,1
13889,416.90000000000003,1,146,15,416.90000000000003,1
13890,501.11,2,271,25,250.555,0
13892,54.519999999999996,1,140,3,54.519999999999996,0
13893,821.1,1,190,21,821.1,1
13894,160.85,1,105,10,160.85,0
13895,937.3000000000001,2,436,39,468.65000000000003,0
13898,155.93,1,133,12,155.93,1
13899,298.5,1,122,15,298.5,0
13900,740.95,3,430,42,246.98333333333335,1
13901,2867.2,5,1739,144,573.4399999999999,1
13904,201.12,1,223,17,201.12,0
13908,2369.55,4,1478,104,592.3875,1
13911,2437.63,8,2189,120,304.70375,0
13917,65.38,1,38,5,65.38,0
13918,198.2,1,100,8,198.2,0
13919,195.15,1,337,15,195.15,0
13922,172.25,1,93,7,172.25,1
13924,679.03,1,437,39,679.03,0
13925,678.25,4,331,28,169.5625,1
13927,348.99,1,214,21,348.99,1
13928,225.45000000000002,2,87,13,112.72500000000001,0
13929,842.65,2,143,8,421.325,1
13930,210.0,1,210,10,210.0,0
13931,1237.53,2,725,56,618.765,1
13932,307.4,1,72,16,307.4,1
13933,608.7900000000001,2,205,23,304.39500000000004,1
13934,922.1,1,390,31,922.1,1
13936,376.58,1,330,26,376.58,1
13937,158.85,1,123,9,158.85,1
13939,390.21,2,657,32,195.105,0
13940,391.06,2,240,25,195.53,0
13941,3859.3,4,1778,23,964.825,0
13946,561.5699999999999,3,443,11,187.18999999999997,1
13948,102.0,1,40,3,102.0,1
13949,909.26,2,860,59,454.63,0
13950,323.65999999999997,2,150,15,161.82999999999998,0
13951,674.45,3,459,38,224.8166666666667,1
13952,3251.07,2,1430,119,1625.535,1
13953,2604.36,5,2048,8,520.8720000000001,0
13955,322.96,2,154,33,161.48,1
13956,676.07,3,381,95,225.35666666666668,0
13959,594.04,3,355,79,198.01333333333332,1
13960,128.1,1,40,4,128.1,0
13962,117.6,1,30,7,117.6,0
13963,664.54,4,460,35,166.135,1
13967,80.7,1,42,2,80.7,1
13969,3883.23,11,1970,221,353.0209090909091,0
13971,1985.9,6,1332,95,330.98333333333335,0
13972,145.9,1,42,9,145.9,0
13973,264.7,1,109,11,264.7,1
13975,1466.67,4,948,166,366.6675,0
13976,357.98,1,154,10,357.98,1
13979,869.87,1,639,54,869.87,1
13982,1230.1399999999999,3,783,45,410.0466666666666,0
13983,2063.54,9,973,80,229.28222222222223,0
13984,819.33,4,647,10,204.8325,0
13985,3791.26,8,1874,79,473.9075,0
13988,3185.31,4,2366,154,796.3275,0
13989,896.6700000000001,1,869,23,896.6700000000001,0
13990,311.3,1,190,16,311.3,1
13991,337.2,2,346,35,168.6,0
13993,2632.31,7,743,61,376.0442857142857,0
13994,780.63,3,312,36,260.21,0
13995,871.9,3,608,39,290.6333333333333,0
13999,2868.9700000000003,9,1733,90,318.7744444444445,0
14000,635.66,1,710,15,635.66,1
14001,1309.14,2,632,21,654.57,0
14002,529.73,2,877,47,264.865,1
14004,3769.4900000000002,6,2173,86,628.2483333333333,0
14005,977.68,4,1092,40,244.42,0
14006,962.19,3,641,22,320.73,1
14009,695.61,2,365,42,347.805,1
14012,328.8,1,160,11,328.8,1
14013,473.02,3,462,30,157.67333333333332,1
14014,505.18,1,1076,39,505.18,1
14016,4341.21,4,2125,154,1085.3025,1
14019,800.53,2,553,28,400.265,0
14020,331.14,1,180,18,331.14,0
14021,631.9,3,192,22,210.63333333333333,1
14022,440.0,1,487,28,440.0,1
14023,273.14,1,162,16,273.14,0
14024,327.7,2,150,16,163.85,1
14029,165.20000000000002,1,24,6,165.20000000000002,0
14030,1816.81,7,1030,164,259.5442857142857,0
14031,11219.15,14,4278,104,801.3678571428571,0
14032,2147.57,7,1598,45,306.7957142857143,0
14034,473.90999999999997,2,307,23,236.95499999999998,0
14035,837.26,3,447,18,279.08666666666664,0
14036,626.65,1,268,38,626.65,1
14037,147.20000000000002,2,46,27,73.60000000000001,1
14038,1560.38,3,965,64,520.1266666666667,1
14040,2734.46,10,1286,122,273.446,0
14041,141.41,1,94,21,141.41,1
14044,535.71,3,247,144,178.57000000000002,0
14045,1659.75,4,535,4,414.9375,1
14046,151.59,1,443,13,151.59,1
14047,957.46,4,272,17,239.365,0
14048,409.93,1,288,83,409.93,1
14049,3244.74,3,2150,211,1081.58,0
14050,485.98,1,447,37,485.98,0
14051,9271.84,16,2287,43,579.49,0
14053,260.25,2,215,2,130.125,1
14055,725.6400000000001,1,216,10,725.6400000000001,1
14056,5588.03,18,2984,274,310.4461111111111,0
14057,5137.24,14,4197,161,366.94571428571425,0
14059,183.6,1,128,8,183.6,1
14060,5135.6,16,4632,82,320.975,0
14062,9225.470000000001,11,4203,57,838.679090909091,0
14064,1097.03,4,1512,44,274.2575,0
14066,152.55,1,45,7,152.55,1
14067,224.67,1,216,25,224.67,0
14068,265.85,1,73,22,265.85,1
14071,356.81,2,295,22,178.405,0
14075,307.92,1,270,18,307.92,0
14076,118.67,1,79,43,118.67,1
14077,366.7,4,196,33,91.675,0
14078,1049.37,6,310,46,174.89499999999998,1
14079,375.1,1,301,12,375.1,1
14081,921.62,2,592,126,460.81,1
14082,182.25,1,110,28,182.25,1
14083,533.39,7,374,92,76.19857142857143,0
14085,3220.94,12,2190,228,268.4116666666667,0
14088,25507.89,7,7074,232,3643.9842857142858,0
14090,76.32000000000001,1,72,1,76.32000000000001,1
14092,2745.42,10,1495,96,274.54200000000003,0
14096,7593.7,6,2345,584,1265.6166666666666,0
14099,2309.92,8,1726,143,288.74,0
14100,191.95000000000002,1,63,24,191.95000000000002,1
14101,5976.79,6,6942,15,996.1316666666667,1
14104,216.20999999999998,2,72,21,108.10499999999999,1
14105,1266.23,1,800,74,1266.23,1
14107,2461.94,6,1606,58,410.3233333333333,0
14108,291.33,1,209,16,291.33,0
14109,144.2,1,88,9,144.2,1
14110,4165.61,7,1867,86,595.0871428571428,0
14111,295.5,3,202,5,98.5,0
14112,1900.82,4,1148,89,475.205,0
14113,926.38,2,326,8,463.19,0
14114,386.53,2,101,15,193.265,1
14116,628.87,2,380,29,314.435,0
14117,90.0,1,72,3,90.0,1
14124,419.58000000000004,1,1618,4,419.58000000000004,1
14125,1295.43,1,972,84,1295.43,0
14127,709.71,3,321,39,236.57000000000002,1
14128,305.54,1,269,22,305.54,0
14129,726.23,3,355,28,242.07666666666668,0
14130,480.91,1,257,66,480.91,1
14132,1900.2,6,1686,59,316.7,0
14133,605.64,3,348,25,201.88,1
14135,3514.32,11,3444,82,319.4836363636364,0
14141,489.31,2,221,20,244.655,0
14142,311.81,1,313,22,311.81,1
14143,115.8,1,30,7,115.8,1
14145,2851.2,3,576,6,950.4,0
14146,2965.84,4,1777,122,741.46,0
14147,483.4,2,108,4,241.7,1
14148,157.2,1,16,3,157.2,1
14149,446.62,1,218,28,446.62,1
14150,306.18,1,262,12,306.18,0
14152,621.29,2,711,47,310.645,1
14154,1345.62,2,465,52,672.81,1
14155,118.75,1,25,6,118.75,1
14156,98688.79,42,48716,642,2349.7330952380953,0
14157,269.18,1,186,36,269.18,0
14159,3119.73,8,2780,410,389.96625,0
14161,1097.6200000000001,3,450,87,365.8733333333334,1
14162,289.36,2,142,25,144.68,1
14163,2445.91,4,893,36,611.4775,1
14164,1273.77,1,833,28,1273.77,0
14165,120.44,1,53,23,120.44,1
14167,389.85,3,103,23,129.95000000000002,0
14171,363.79,1,167,57,363.79,1
14173,114.04,1,40,11,114.04,0
14175,1205.99,2,626,58,602.995,0
14176,576.9000000000001,4,209,28,144.22500000000002,1
14177,549.46,4,204,37,137.365,1
14178,477.29,3,387,87,159.09666666666666,0
14180,4258.92,22,635,107,193.58727272727273,0
14185,197.65,1,6,3,197.65,1
14188,1717.96,5,984,31,343.592,0
14189,3267.92,11,2720,125,297.08363636363634,0
14191,2525.29,8,1575,75,315.66125,0
14193,422.53999999999996,1,250,23,422.53999999999996,0
14194,6975.96,14,3769,204,498.28285714285715,0
14195,1012.0,2,760,7,506.0,1
14196,335.52,1,142,6,335.52,1
14198,528.8,3,246,27,176.26666666666665,0
14199,185.39999999999998,1,28,2,185.39999999999998,1
14201,627.14,6,442,25,104.52333333333333,0
14205,222.9,1,126,14,222.9,0
14206,328.15999999999997,1,276,20,328.15999999999997,1
14208,151.74,1,114,10,151.74,1
14209,1876.33,5,657,54,375.26599999999996,0
14210,1905.8400000000001,6,760,66,317.64000000000004,1
14211,1339.09,7,693,57,191.29857142857142,0
14212,1070.48,1,1152,9,1070.48,1
14214,899.16,3,671,56,299.71999999999997,0
14215,1343.91,5,847,72,268.78200000000004,0
14217,1469.67,12,439,61,122.47250000000001,0
14220,632.4,2,272,21,316.2,1
14221,3088.89,8,2013,109,386.11125,0
14222,683.17,1,607,41,683.17,1
14223,991.13,3,585,50,330.37666666666667,1
14224,1009.73,4,483,105,252.4325,1
14226,1692.0,2,1075,40,846.0,0
14227,3031.9,9,1633,117,336.8777777777778,0
14229,762.13,2,303,23,381.065,0
14231,925.71,3,409,47,308.57,1
14232,1573.33,4,1503,71,393.3325,0
14233,959.1,3,410,15,319.7,0
14235,3144.86,5,1959,65,628.972,1
14236,490.86,2,310,15,245.43,1
14237,161.0,1,38,9,161.0,1
14238,146.85,1,111,8,146.85,1
14239,2219.39,10,903,79,221.939,0
14240,226.85,1,79,10,226.85,0
14241,213.70000000000002,1,146,10,213.70000000000002,1
14242,280.55,2,123,13,140.275,1
14243,2305.95,8,1031,93,288.24375,0
14245,1693.45,2,976,107,846.725,1
14246,1474.06,3,804,57,491.3533333333333,1
14247,136.76999999999998,1,47,19,136.76999999999998,1
14248,302.58,1,102,8,302.58,1
14250,1228.83,1,866,74,1228.83,0
14256,969.0600000000001,2,414,51,484.53000000000003,1
14257,2725.84,4,1338,84,681.46,0
14258,11298.380000000001,8,6164,58,1412.2975000000001,0
14259,120.0,1,68,5,120.0,1
14261,943.75,1,387,45,943.75,0
14262,1379.3,4,855,56,344.825,0
14264,333.97,2,70,15,166.985,1
14265,530.18,2,330,31,265.09,1
14267,1516.24,3,530,25,505.41333333333336,1
14270,492.65000000000003,1,197,29,492.65000000000003,1
14271,112.32,1,88,10,112.32,1
14272,437.96,2,599,33,218.98,1
14273,450.05,3,196,18,150.01666666666668,0
14276,1119.74,3,744,52,373.24666666666667,1
14277,1629.03,1,855,71,1629.03,0
14280,134.04,1,52,8,134.04,1
14282,2768.84,10,2116,65,276.884,0
14284,252.1,1,70,13,252.1,0
14285,1253.43,2,295,17,626.715,0
14286,2050.08,1,1998,141,2050.08,0
14287,83.28,2,216,4,41.64,0
14288,426.6,1,188,16,426.6,1
14289,832.78,5,278,33,166.55599999999998,0
14290,1071.1000000000001,2,298,40,535.5500000000001,0
14291,2355.54,7,1478,96,336.5057142857143,0
14292,3143.9500000000003,5,1093,60,628.7900000000001,0
14293,739.41,3,427,40,246.47,0
14297,232.6,1,78,11,232.6,0
14298,44237.46,41,51277,759,1078.9624390243903,0
14299,2843.49,6,1182,87,473.91499999999996,0
14301,640.14,1,606,13,640.14,1
14304,383.45,1,139,17,383.45,1
14305,1858.96,3,1089,96,619.6533333333333,1
14306,1702.94,1,917,26,1702.94,0
14307,2995.72,6,2058,150,499.28666666666663,1
14309,1633.7,7,1200,62,233.3857142857143,0
14311,310.26,1,146,20,310.26,1
14312,1047.19,5,480,51,209.43800000000002,0
14314,120.0,1,296,8,120.0,1
14315,1550.15,5,689,49,310.03000000000003,0
14320,477.79,2,325,29,238.895,1
14321,1230.59,4,2038,99,307.6475,0
14323,605.0600000000001,2,350,32,302.53000000000003,1
14326,183.85,1,103,8,183.85,1
14327,311.65,1,139,12,311.65,1
14329,3485.03,4,2184,169,871.2575,0
14331,462.65999999999997,2,252,27,231.32999999999998,1
14332,119.04,1,48,2,119.04,0
14334,2328.71,7,1597,96,332.67285714285714,0
14335,347.5,1,337,40,347.5,0
14336,1114.39,3,989,53,371.46333333333337,0
14338,588.22,2,335,30,294.11,1
14339,309.52,1,168,14,309.52,1
14340,134.7,1,58,6,134.7,1
14341,1139.52,6,709,54,189.92,0
14342,419.74,2,176,11,209.87,0
14344,889.9300000000001,8,477,56,111.24125000000001,1
14346,1021.58,2,605,55,510.79,1
14348,409.57,1,183,18,409.57,1
14350,282.93,1,183,18,282.93,1
14351,51.0,1,12,1,51.0,1
14352,1078.96,4,538,44,269.74,1
14353,90.6,1,64,6,90.6,1
14355,174.4,1,92,11,174.4,1
14356,701.23,2,277,33,350.615,1
14359,483.39,1,189,28,483.39,0
14360,1124.49,1,733,71,1124.49,0
14364,3717.35,8,1967,61,464.66875,1
14367,6916.24,12,3288,243,576.3533333333334,0
14368,155.0,1,36,8,155.0,1
14371,100.5,1,34,4,100.5,1
14373,76.55,1,17,4,76.55,1
14375,235.56,1,184,57,235.56,1
14377,617.05,2,219,11,308.525,1
14379,110.98,1,128,17,110.98,0
14383,242.09,1,201,15,242.09,0
14386,142.4,1,54,7,142.4,1
14387,929.74,2,431,77,464.87,0
14388,2277.77,6,1389,93,379.62833333333333,0
14389,311.14,1,189,19,311.14,0
14390,1590.71,4,739,95,397.6775,0
14393,67.95,1,13,5,67.95,1
14395,2610.38,7,1285,153,372.9114285714286,0
14396,110.35000000000001,1,39,34,110.35000000000001,0
14397,1089.24,11,796,16,99.02181818181818,0
14400,574.7,1,454,25,574.7,1
14401,3384.88,11,3655,79,307.71636363636367,0
14403,1475.81,4,519,17,368.9525,1
14404,1322.52,5,769,64,264.504,0
14406,156.75,1,77,8,156.75,1
14407,2142.73,5,1414,66,428.546,1
14408,2290.81,6,1448,59,381.8016666666667,0
14409,2059.4500000000003,6,1230,40,343.24166666666673,1
14410,1099.27,9,565,152,122.14111111111112,1
14411,1063.0,1,196,14,1063.0,1
14412,462.45,1,666,28,462.45,0
14413,121.05,1,67,22,121.05,1
14414,1496.98,7,2512,79,213.8542857142857,1
14415,3766.13,9,1798,196,418.4588888888889,0
14418,150.44,1,148,17,150.44,0
14419,540.79,3,281,73,180.26333333333332,0
14420,387.52,1,334,29,387.52,1
14421,455.18,1,194,15,455.18,0
14422,1032.15,2,541,57,516.075,0
